target_id	length	eff_length	est_counts	tpm
g3450.t1	300	101.149	16.9492	14.2845
g3451.t1	324	116.175	10	7.33776
g3452.t1	1137	826.262	1	0.103171
g3453.t1	1509	1198.26	11	0.78256
g3454.t1	1638	1327.26	17	1.09187
g3455.t1	726	429.532	21	4.16774
g3456.t1	555	282.825	0	0
g3457.t1	6606	6295.26	153	2.07183
g3458.t1	2493	2182.26	26	1.01565
g3459.t1	3207	2896.26	31	0.912432
g3460.t1	1509	1198.26	25	1.77855
g3461.t1	1299	988.262	113	9.74727
g3462.t1	1536	1225.26	56	3.89615
g3463.t1	1182	871.262	14	1.3698
g3464.t1	666	375.9	116	26.3065
g3465.t1	7548	7237.26	0.0125351	0.000147649
g3465.t2	7620	7309.26	1127	13.144
g3465.t3	7542	7231.26	23.9851	0.282751
g3465.t4	7590	7279.26	2.39332e-05	2.80279e-07
g3465.t5	7590	7279.26	2.39332e-05	2.80279e-07
g3466.t1	810	506.926	0	0
g3467.t1	1989	1678.26	259	13.1558
g3468.t1	915	606.709	138	19.3899
g3469.t1	2460	2149.26	348	13.8028
g3470.t1	2586	2275.26	295	11.0527
g3471.t1	1263	952.262	55	4.9236
g3472.t1	708	413.316	47	9.69378
g3473.t1	1293	982.262	201	17.444
g3474.t1	321	114.275	3.94958	2.94629
g3474.t2	318	112.346	12.0504	9.14365
g3475.t1	4482	4171.26	562	11.4854
g3476.t1	297	99.2695	1	0.858739
g3477.t1	1146	835.262	12	1.22472
g3478.t1	1353	1042.26	40	3.2716
g3479.t1	1326	1015.26	612	51.3866
g3480.t1	843	537.877	55	8.71679
g3481.t1	1995	1684.26	4.18091	0.211611
g3481.t2	1992	1681.26	16.8191	0.852794
g3482.t1	297	99.2695	7	6.01117
g3483.t1	207	50.4654	0	0
g3484.t1	273	85.2566	0	0
g3485.t1	315	110.439	0	0
g3486.t1	381	153.48	0	0
g3487.t1	1566	1255.26	1	0.0679114
g3488.t1	1080	769.262	23	2.54877
g3489.t1	7296	6985.26	477.41	5.8262
g3489.t2	2292	1981.26	32.59	1.40223
g3490.t1	1887	1576.26	67	3.62346
g3491.t1	204	49.0864	5	8.68332
g3492.t1	3690	3379.26	366	9.23286
g3493.t1	1209	898.262	2361	224.063
g3494.t1	951	641.43	56	7.44244
g3495.t1	1455	1144.26	114	8.4929
g3496.t1	1623	1312.26	21	1.36419
g3497.t1	393	161.675	0	0
g3498.t1	237	65.2449	0	0
g3499.t1	387	157.55	5.69183	3.07971
g3500.t1	366	143.431	2.30817	1.37184
g3501.t1	336	123.841	1	0.688353
g3502.t1	210	51.8025	0	0
