target_id	length	eff_length	est_counts	tpm
g3450.t1	300	105.48	10	11.1033
g3451.t1	324	119.952	7	6.83459
g3452.t1	1137	826.188	2	0.283513
g3453.t1	1509	1198.19	20	1.95491
g3454.t1	1638	1327.19	13	1.14718
g3455.t1	726	430.237	14	3.81103
g3456.t1	555	284.057	1	0.412304
g3457.t1	6606	6295.19	154	2.86506
g3458.t1	2493	2182.19	23	1.23441
g3459.t1	3207	2896.19	23	0.930086
g3460.t1	1509	1198.19	18	1.75942
g3461.t1	1299	988.188	117	13.8666
g3462.t1	1536	1225.19	65	6.21345
g3463.t1	1182	871.188	2	0.268869
g3464.t1	666	377.135	60	18.6327
g3465.t1	7548	7237.19	0	0
g3465.t2	7620	7309.19	778	12.4662
g3465.t3	7542	7231.19	0	0
g3465.t4	7590	7279.19	0	0
g3465.t5	7590	7279.19	0	0
g3466.t1	810	506.991	1	0.231005
g3467.t1	1989	1678.19	472	32.94
g3468.t1	915	606.571	300	57.9244
g3469.t1	2460	2149.19	133	7.24769
g3470.t1	2586	2275.19	173	8.90535
g3471.t1	1263	952.188	39	4.79694
g3472.t1	708	414.148	29	8.20096
g3473.t1	1293	982.188	117	13.9513
g3474.t1	321	118.161	0	0
g3474.t2	318	116.337	7	7.04694
g3475.t1	4482	4171.19	473	13.2808
g3476.t1	297	103.783	3	3.38547
g3477.t1	1146	835.188	4	0.560916
g3478.t1	1353	1042.19	63	7.07973
g3479.t1	1326	1015.19	267	30.8026
g3480.t1	843	537.955	36	7.83752
g3481.t1	1995	1684.19	0	0
g3481.t2	1992	1681.19	14	0.97529
g3482.t1	297	103.783	0	0
g3483.t1	207	57.2997	1	2.04395
g3484.t1	273	90.3585	0	0
g3485.t1	315	114.55	0	0
g3486.t1	381	156.273	0	0
g3487.t1	1566	1255.19	3	0.27992
g3488.t1	1080	769.188	25	3.80653
g3489.t1	7296	6985.19	270	4.52697
g3489.t2	2292	1981.19	0	0
g3490.t1	1887	1576.19	62	4.60687
g3491.t1	204	55.9683	2	4.18514
g3492.t1	3690	3379.19	338	11.7146
g3493.t1	1209	898.188	1226	159.862
g3494.t1	951	641.312	26	4.74817
g3495.t1	1455	1144.19	62	6.34624
g3496.t1	1623	1312.19	4	0.357015
g3497.t1	393	164.302	0	0
g3498.t1	237	71.751	0	0
g3499.t1	387	160.281	0	0
g3500.t1	366	146.2	0	0
g3501.t1	336	127.416	0	0
g3502.t1	210	58.6824	0	0
g3503.t1	1365	1054.19	78	8.6656
g3504.t1	504	244.088	44	21.112
g3505.t1	2958	2647.19	2	0.0884845
g3505.t2	3051	2740.19	0	0
g3506.t1	1356	1045.19	2493	279.351
g3507.t1	264	85.4961	1070	1465.75
g3508.t1	1185	874.188	0	0
g3509.t1	630	346.258	126	42.618
g3510.t1	594	316.076	88	32.6071
g3511.t1	456	208.338	102	57.3394
g3512.t1	1371	1060.19	139	15.3552
g3513.t1	1548	1237.19	92	8.70912
g3514.t1	897	589.405	574	114.057
g3515.t1	459	210.557	0	0
g3516.t1	366	146.2	0	0
g3517.t1	2628	2317.19	14	0.707602
g3518.t1	498	239.487	0	0
g3519.t1	1599	1288.19	18	1.6365
g3520.t1	513	251.017	2	0.933146
g3521.t1	1350	1039.19	0	0
g3522.t1	726	430.237	10	2.72216
g3523.t1	1146	835.188	320	44.8733
g3524.t1	792	490.325	1	0.238857
g3525.t1	369	148.227	16	12.642
g3526.t1	1209	898.188	42	5.47652
g3527.t1	1752	1441.19	6	0.487588
g3528.t1	408	174.378	2	1.34326
g3529.t1	948	638.414	7	1.28416
g3530.t1	1449	1138.19	27	2.77825
g3531.t1	1908	1597.19	88	6.45281
g3532.t1	612	331.037	20	7.0758
g3533.t1	4959	4648.19	164	4.13221
g3534.t1	744	446.508	23	6.03283
g3535.t1	351	136.815	0	0
g3536.t1	216	61.5914	0	0
g3537.t1	1026	715.188	0	0
g3538.t1	1992	1681.19	7	0.487645
g3539.t1	297	103.783	0	0
g3540.t1	1470	1159.19	6	0.606205
g3541.t1	309	110.876	8	8.45038
g3542.t1	1575	1264.19	11	1.01907
g3543.t1	2730	2419.19	8	0.387296
g3544.t1	648	361.591	16	5.18233
g3545.t1	390	162.324	2	1.44301
g3546.t1	510	248.723	6	2.82525
g3547.t1	930	621.065	20	3.77151
g3548.t1	759	460.173	9	2.29057
g3549.t1	687	395.497	28	8.29157
g3550.t1	1122	811.188	125	18.0472
g3551.t1	285	96.8544	322	389.366
g3552.t1	309	110.876	481	508.079
g3553.t1	1743	1432.19	2582	211.144
g3554.t1	351	136.815	18	15.4085
g3555.t1	1956	1645.19	309	21.9971
g3556.t1	792	490.325	1	0.238857
g3557.t1	525	260.255	36	16.2004
g3558.t1	969	658.842	79	14.0433
g3559.t1	1683	1372.19	37	3.15799
g3560.t1	501	241.797	0	0
g3561.t1	627	343.694	0	0
g3562.t1	855	549.359	0	0
g3563.t1	690	398.137	0	0
g3564.t1	483	228.179	0	0
g3565.t1	5055	4744.19	23.1447	0.571362
g3565.t2	5091	4780.19	138.855	3.40204
g3566.t1	597	318.589	11	4.04375
g3567.t1	213	60.1571	0	0
g3568.t1	240	73.2618	0	0
g3569.t1	948	638.414	196	35.9564
g3570.t1	885	577.929	66	13.3749
g3571.t1	270	88.7158	0	0
g3572.t1	105	25.8687	10	45.2739
g3573.t1	123	27.5679	0	0
g3574.t1	240	73.2618	0	0
g3575.t1	246	76.2876	11	16.8873
g3576.t1	276	91.9814	0	0
g3577.t1	3402	3091.19	126	4.77383
g3578.t1	1065	754.188	27.049	4.20043
g3579.t1	2598	2287.19	210	10.7532
g3580.t1	1332	1021.19	72	8.25751
g3581.t1	1830	1519.19	93	7.16958
g3582.t1	1416	1105.19	5	0.529854
g3583.t1	963	653.029	49	8.78791
g3584.t1	1992	1681.19	0	0
g3584.t2	1971	1660.19	75.7635	5.34472
g3584.t3	1998	1687.19	112.236	7.79099
g3585.t1	1206	895.188	59	7.71898
g3586.t1	378	154.223	7	5.31583
g3587.t1	549	279.315	289	121.179
g3588.t1	495	237.205	234	115.535
g3589.t1	390	162.324	23	16.5946
g3590.t1	765	465.582	10	2.51551
g3591.t1	5232	4921.19	428	10.1858
g3592.t1	1920	1609.19	253	18.4135
g3593.t1	879	572.212	97	19.8535
g3594.t1	351	136.815	0	0
g3595.t1	225	65.801	0	0
g3596.t1	366	146.2	0	0
g3596.t2	219	62.9648	5	9.30024
g3597.t1	3624	3313.19	0	0
