target_id	length	eff_length	est_counts	tpm
Phel_contig_1	905	573.476	21	5.61135
Phel_contig_10	2138	1803.21	204.073	17.3421
Phel_contig_100	10344	10009.2	1754	26.853
Phel_contig_1000	4676	4341.21	9201	324.779
Phel_contig_10000	843	514.93	21	6.24935
Phel_contig_10001	1108	773.212	20	3.96365
Phel_contig_10002	3127	2792.21	72.7067	3.99016
Phel_contig_10003	1120	785.212	41.1539	8.03134
Phel_contig_10004	712	395.466	56	21.6991
Phel_contig_10005	1319	984.212	35	5.44933
Phel_contig_10006	861	531.806	28	8.06805
Phel_contig_10007	777	454.018	20	6.75027
Phel_contig_10008	510	229.355	7	4.67684
Phel_contig_10009	609	307.521	5.24828	2.6152
Phel_contig_1001	1473	1138.21	267	35.9461
Phel_contig_10010	771	448.502	3	1.02499
Phel_contig_10011	1568	1233.21	102.42	12.7265
Phel_contig_10012	692	377.851	159	64.4823
Phel_contig_10013	2373	2038.21	90	6.76639
Phel_contig_10014	793	468.747	38	12.4225
Phel_contig_10015	1463	1128.21	63.5044	8.62536
Phel_contig_10016	938	605.127	28.275	7.16012
Phel_contig_10017	1069	734.212	169.388	35.353
Phel_contig_10018	846	517.747	68.4386	20.2557
Phel_contig_10019	679	366.531	39	16.3049
Phel_contig_1002	859	529.94	0	0
Phel_contig_10020	1174	839.212	58	10.5906
Phel_contig_10021	2110	1775.21	245	21.1485
Phel_contig_10022	806	480.817	36	11.4733
Phel_contig_10023	1575	1240.21	2	0.247114
Phel_contig_10024	928	595.608	93	23.9269
Phel_contig_10025	1488	1153.21	236	31.3593
Phel_contig_10026	598	298.769	94	48.2121
Phel_contig_10027	1401	1066.21	648	93.1312
Phel_contig_10028	543	254.587	0	0
Phel_contig_10029	1102	767.212	56	11.185
Phel_contig_1003	1146	811.212	139	26.257
Phel_contig_10030	2857	2522.21	260	15.7963
Phel_contig_10031	2059	1724.21	115.263	10.2438
Phel_contig_10032	935	602.248	51	12.9765
Phel_contig_10033	516	233.984	5	3.27453
Phel_contig_10034	4128	3793.21	317.53	12.8275
Phel_contig_10035	2487	2152.21	51	3.63119
Phel_contig_10036	1004	669.212	2	0.457963
Phel_contig_10037	2471	2136.21	121.118	8.68814
Phel_contig_10038	834	506.549	92	27.8311
Phel_contig_10039	1685	1350.21	48.2754	5.47883
Phel_contig_1004	1581	1246.21	272.891	33.5553
Phel_contig_10040	2252	1917.21	348.696	27.8703
Phel_contig_10041	1570	1235.21	209.142	25.9456
Phel_contig_10042	516	233.984	0	0
Phel_contig_10043	2675	2340.21	298	19.513
Phel_contig_10044	2379	2044.21	219	16.4166
Phel_contig_10045	1053	718.212	3	0.640078
Phel_contig_10046	1354	1019.21	63.9344	9.61245
Phel_contig_10047	604	303.499	21	10.6029
Phel_contig_10048	4774	4439.21	161.374	5.57048
Phel_contig_10049	1759	1424.21	83	8.93033
Phel_contig_1005	669	357.978	984	421.214
Phel_contig_10050	2528	2193.21	300.918	21.0248
Phel_contig_10051	991	656.492	9	2.10076
Phel_contig_10052	1533	1198.21	109	13.9398
Phel_contig_10053	1349	1014.21	212	32.031
Phel_contig_10054	842	514.021	0	0
Phel_contig_10055	1012	677.212	83.7948	18.9608
Phel_contig_10056	605	304.317	86.6251	43.6195
Phel_contig_10057	565	271.876	88	49.5992
Phel_contig_10058	1421	1086.21	304	42.8867
Phel_contig_10059	671	359.713	55.3958	23.5985
Phel_contig_1006	680	367.339	40	16.6862
Phel_contig_10060	1142	807.212	12	2.27802
Phel_contig_10061	959	625.387	0	0
Phel_contig_10062	725	406.982	156	58.7373
Phel_contig_10063	519	236.198	4	2.59506
Phel_contig_10064	1344	1009.21	38	5.76986
Phel_contig_10065	650	341.926	10.6699	4.78181
Phel_contig_10066	805	479.89	25.2135	8.05111
Phel_contig_10067	1839	1504.21	31.8407	3.24368
Phel_contig_10068	1288	953.212	36	5.78731
Phel_contig_10069	2996	2661.21	177.34	10.2115
Phel_contig_1007	757	435.814	1565.14	550.321
Phel_contig_10070	2396	2061.21	158.286	11.7675
Phel_contig_10071	945	611.883	13	3.25566
Phel_contig_10072	1011	676.212	70.1254	15.8912
Phel_contig_10073	1739	1404.21	399	43.5416
Phel_contig_10074	857	528.073	248	71.965
Phel_contig_10075	974	639.865	7	1.67638
Phel_contig_10076	591	292.957	33	17.2613
Phel_contig_10077	1218	883.212	11	1.9085
Phel_contig_10078	1722	1387.21	47	5.19181
Phel_contig_10079	4519	4184.21	386.694	14.1618
Phel_contig_1008	917	585.112	41.8059	10.9487
Phel_contig_10080	1179	844.212	127	23.0524
Phel_contig_10081	516	233.984	19	12.4432
Phel_contig_10082	762	440.253	42.0464	14.6349
Phel_contig_10083	762	440.253	13.4431	4.67908
Phel_contig_10084	648	340.342	17.8363	8.0307
Phel_contig_10085	993	658.426	84.5434	19.676
Phel_contig_10086	1909	1574.21	0	0
Phel_contig_10087	1279	944.212	30.2327	4.90649
Phel_contig_10088	796	471.567	10	3.24953
Phel_contig_10089	995	660.344	0	0
Phel_contig_1009	2709	2374.21	1879.94	121.335
Phel_contig_10090	2530	2195.21	110	7.67857
Phel_contig_10091	1233	898.212	51.2991	8.75174
Phel_contig_10092	1180	845.212	58	10.5154
Phel_contig_10093	689	375.175	33	13.4786
Phel_contig_10094	1244	909.212	102.426	17.2627
Phel_contig_10095	1435	1100.21	54.6942	7.61778
Phel_contig_10096	2449	2114.21	278.441	20.1813
Phel_contig_10097	503	223.995	22.5618	15.4347
Phel_contig_10098	1041	706.212	47	10.1983
Phel_contig_10099	744	423.894	88.2054	31.8861
Phel_contig_101	1984	1649.21	180	16.7248
Phel_contig_1010	4061	3726.21	1015	41.7409
Phel_contig_10100	1727	1392.21	70	7.70472
Phel_contig_10101	1002	667.212	7	1.60768
Phel_contig_10102	587	289.715	5.2398	2.77145
Phel_contig_10103	1633	1298.21	339	40.0146
Phel_contig_10104	5712	5377.21	1366.24	38.9345
Phel_contig_10105	4352	4017.21	407.133	15.5301
Phel_contig_10106	2694	2359.21	254	16.498
Phel_contig_10107	3186	2851.21	656.398	35.2778
Phel_contig_10108	6573	6238.21	482	11.84
Phel_contig_10109	1009	674.212	9	2.04555
Phel_contig_1011	3851	3516.21	238.142	10.3783
Phel_contig_10110	1167	832.212	4	0.736529
Phel_contig_10111	3878	3543.21	219	9.47133
Phel_contig_10112	841	513.047	20.1495	6.01827
Phel_contig_10113	1177	842.212	178	32.3864
Phel_contig_10114	630	325.126	21	9.89762
Phel_contig_10115	691	376.969	4	1.62599
Phel_contig_10116	1824	1489.21	104	10.7014
Phel_contig_10117	510	229.355	60	40.0872
Phel_contig_10119	2988	2653.21	196.071	11.3242
Phel_contig_1012	6979	6644.21	8227	189.741
