target_id	length	eff_length	est_counts	tpm
Phel_contig_1	905	590.627	10	1.98411
Phel_contig_10	2138	1820.75	232.754	14.9805
Phel_contig_100	10344	10026.7	1895	22.1477
Phel_contig_1000	4676	4358.75	7005	188.333
Phel_contig_10000	843	531.704	26	5.73037
Phel_contig_10001	1108	790.746	37	5.48332
Phel_contig_10002	3127	2809.75	175.082	7.30221
Phel_contig_10003	1120	802.746	55.7893	8.14426
Phel_contig_10004	712	411.432	63	17.9441
Phel_contig_10005	1319	1001.75	133	15.5587
Phel_contig_10006	861	548.656	68	14.5241
Phel_contig_10007	777	470.307	31.1418	7.75962
Phel_contig_10008	510	242.083	14	6.77708
Phel_contig_10009	609	321.831	16.1454	5.87896
Phel_contig_1001	1473	1155.75	429	43.4985
Phel_contig_10010	771	464.784	0	0
Phel_contig_10011	1568	1250.75	168.282	15.767
Phel_contig_10012	692	393.713	119	35.4198
Phel_contig_10013	2373	2055.75	231	13.1681
Phel_contig_10014	793	484.995	242.823	58.672
Phel_contig_10015	1463	1145.75	123.609	12.6427
Phel_contig_10016	938	622.347	28.7249	5.40884
Phel_contig_10017	1069	751.746	187.153	29.1745
Phel_contig_10018	846	534.475	190.398	41.7458
Phel_contig_10019	679	382.156	46.0176	14.1111
Phel_contig_1002	859	546.808	415	88.939
Phel_contig_10020	1174	856.746	123	16.8241
Phel_contig_10021	2110	1792.75	562	36.7364
Phel_contig_10022	806	497.31	74	17.4375
Phel_contig_10023	1575	1257.75	3	0.279516
Phel_contig_10024	928	612.78	134	25.6259
Phel_contig_10025	1488	1170.75	365	36.535
Phel_contig_10026	598	312.32	65	24.3889
Phel_contig_10027	1401	1083.75	511.432	55.3018
Phel_contig_10028	543	267.637	0	0
Phel_contig_10029	1102	784.746	86	12.8425
Phel_contig_1003	1146	828.746	162	22.9072
Phel_contig_10030	2857	2539.75	442	20.3944
Phel_contig_10031	2059	1741.75	232.45	15.6395
Phel_contig_10032	935	619.456	73	13.8099
Phel_contig_10033	516	246.657	52.7293	25.0518
Phel_contig_10034	4128	3810.75	614.112	18.885
Phel_contig_10035	2487	2169.75	80	4.32076
Phel_contig_10036	1004	686.746	10	1.70641
Phel_contig_10037	2471	2153.75	221.279	12.04
Phel_contig_10038	834	523.223	75	16.7978
Phel_contig_10039	1685	1367.75	75.2984	6.45148
Phel_contig_1004	1581	1263.75	211.283	19.5922
Phel_contig_10040	2252	1934.75	378.638	22.9339
Phel_contig_10041	1570	1252.75	113.947	10.659
Phel_contig_10042	516	246.657	5	2.37551
Phel_contig_10043	2675	2357.75	416	20.6764
Phel_contig_10044	2379	2061.75	390	22.1671
Phel_contig_10045	1053	735.746	3	0.477829
Phel_contig_10046	1354	1036.75	143.289	16.1964
Phel_contig_10047	604	317.474	24	8.85895
Phel_contig_10048	4774	4456.75	240	6.31063
Phel_contig_10049	1759	1441.75	156	12.6799
Phel_contig_1005	669	373.382	1516	475.801
Phel_contig_10050	2528	2210.75	442.611	23.4618
Phel_contig_10051	991	673.932	3	0.521656
Phel_contig_10052	1533	1215.75	157	15.1334
Phel_contig_10053	1349	1031.75	161	18.2866
Phel_contig_10054	842	530.784	0	0
Phel_contig_10055	1012	694.746	4.13335	0.697196
Phel_contig_10056	605	318.32	42.1082	15.5018
Phel_contig_10057	565	285.137	50.7696	20.8655
Phel_contig_10058	1421	1103.75	111	11.7851
Phel_contig_10059	671	375.245	30.1526	9.4165
Phel_contig_1006	680	383.057	103	31.5104
Phel_contig_10060	1142	824.746	63	8.95157
Phel_contig_10061	959	642.589	0	0
Phel_contig_10062	725	422.927	170	47.1045
Phel_contig_10063	519	248.972	11	5.17752
Phel_contig_10064	1344	1026.75	87	9.92968
Phel_contig_10065	650	356.754	17.391	5.71262
Phel_contig_10066	805	496.386	61.3853	14.4919
Phel_contig_10067	1839	1521.75	31.7682	2.44641
Phel_contig_10068	1288	970.746	54	6.51879
Phel_contig_10069	2996	2678.75	127.047	5.55791
Phel_contig_1007	757	452.021	1686.43	437.209
Phel_contig_10070	2396	2078.75	391.319	22.0602
Phel_contig_10071	945	629.113	9	1.67646
Phel_contig_10072	1011	693.746	108.451	18.3194
Phel_contig_10073	1739	1421.75	633	52.1748
Phel_contig_10074	857	544.932	111	23.8704
Phel_contig_10075	974	657.248	13	2.31789
Phel_contig_10076	591	306.63	59	22.5484
Phel_contig_10077	1218	900.746	50	6.50499
Phel_contig_10078	1722	1404.75	78	6.50693
Phel_contig_10079	4519	4201.75	494.753	13.7987
Phel_contig_1008	917	602.283	79.0319	15.3773
Phel_contig_10080	1179	861.746	91	12.3749
Phel_contig_10081	516	246.657	37	17.5788
Phel_contig_10082	762	456.488	74.66	19.1663
Phel_contig_10083	762	456.488	14.0263	3.60076
Phel_contig_10084	648	355.016	37.0132	12.2177
Phel_contig_10085	993	675.916	114.216	19.8022
Phel_contig_10086	1909	1591.75	0	0
Phel_contig_10087	1279	961.746	61.0342	7.4369
Phel_contig_10088	796	487.81	21	5.04484
Phel_contig_10089	995	677.797	0	0
Phel_contig_1009	2709	2391.75	1213.87	59.4751
Phel_contig_10090	2530	2212.75	142	7.52031
Phel_contig_10091	1233	915.746	82.5816	10.5679
Phel_contig_10092	1180	862.746	161	21.8686
Phel_contig_10093	689	390.999	6	1.79827
Phel_contig_10094	1244	926.746	154.554	19.5433
Phel_contig_10095	1435	1117.75	120.935	12.6791
Phel_contig_10096	2449	2131.75	383.344	21.0733
Phel_contig_10097	503	236.778	36.7112	18.1692
Phel_contig_10098	1041	723.746	77	12.4676
Phel_contig_10099	744	440.287	154.215	41.0458
Phel_contig_101	1984	1666.75	239	16.8038
Phel_contig_1010	4061	3743.75	1293	40.4735
Phel_contig_10100	1727	1409.75	83	6.89948
Phel_contig_10101	1002	684.746	6	1.02684
