target_id	length	eff_length	est_counts	tpm
g3450.t1	300	98.9539	22	19.1193
g3451.t1	324	113.347	2	1.51741
g3452.t1	1137	829.06	1	0.103728
g3453.t1	1509	1201.06	7	0.501206
g3454.t1	1638	1330.06	77	4.97854
g3455.t1	726	430.657	15	2.99531
g3456.t1	555	281.298	5	1.52857
g3457.t1	6606	6298.06	48	0.655416
g3458.t1	2493	2185.06	11	0.432924
g3459.t1	3207	2899.06	8	0.23731
g3460.t1	1509	1201.06	17	1.21721
g3461.t1	1299	991.06	70	6.07408
g3462.t1	1536	1228.06	43	3.01114
g3463.t1	1182	874.06	4	0.393551
g3464.t1	666	376.41	117	26.7305
g3465.t1	7548	7240.06	957.669	11.3751
g3465.t2	7620	7312.06	206.9	2.43334
g3465.t3	7542	7234.06	13.6313	0.162046
g3465.t4	7590	7282.06	4.89995	0.0578655
g3465.t5	7590	7282.06	4.89995	0.0578655
g3466.t1	810	508.589	1	0.169089
g3467.t1	1989	1681.06	277	14.1703
g3468.t1	915	609.078	135	19.0609
g3469.t1	2460	2152.06	216	8.63141
g3470.t1	2586	2278.06	142	5.36051
g3471.t1	1263	955.06	57	5.13247
g3472.t1	708	414.317	74	15.3596
g3473.t1	1293	985.06	67	5.84917
g3474.t1	321	111.554	1.32834	1.02402
g3474.t2	318	109.682	2.67166	2.09473
g3475.t1	4482	4174.06	427	8.79735
g3476.t1	297	97.1975	5	4.42382
g3477.t1	1146	838.06	8	0.820913
g3478.t1	1353	1045.06	39	3.20927
g3479.t1	1326	1018.06	1018	85.9918
g3480.t1	843	539.867	39	6.21241
g3481.t1	1995	1687.06	12.8369	0.654354
g3481.t2	1992	1684.06	19.4431	0.992863
g3482.t1	297	97.1975	6	5.30858
g3483.t1	207	50.0257	1	1.71905
g3484.t1	273	83.3929	0	0
g3485.t1	315	107.821	0	0
g3486.t1	381	150.247	0	0
g3487.t1	1566	1258.06	1.19182	0.0814687
g3488.t1	1080	772.06	47	5.23515
g3489.t1	7296	6988.06	364.464	4.48519
g3489.t2	2292	1984.06	0.535795	0.0232234
g3490.t1	1887	1579.06	31	1.68828
g3491.t1	204	48.754	0	0
g3492.t1	3690	3382.06	330	8.39103
g3493.t1	1209	901.06	2633	251.293
g3494.t1	951	644.18	45	6.00742
g3495.t1	1455	1147.06	55	4.12343
g3496.t1	1623	1315.06	25	1.63485
g3497.t1	393	158.468	0	0
g3498.t1	237	64.4188	0	0
g3499.t1	387	154.306	2	1.11463
g3500.t1	366	140.169	0	0
g3501.t1	336	120.844	0	0
g3502.t1	210	51.4001	0	0
g3503.t1	1365	1057.06	116	9.43715
g3504.t1	504	240.216	82	29.3558
g3505.t1	2958	2650.06	0	0
g3505.t2	3051	2743.06	6	0.188104
g3506.t1	1356	1048.06	1171	96.0845
g3507.t1	264	78.4734	497	544.649
g3508.t1	1185	877.06	0	0
g3509.t1	630	345.006	86	21.4365
g3510.t1	594	313.976	30	8.21688
g3511.t1	456	203.548	66	27.8842
g3512.t1	1371	1063.06	112	9.0603
g3513.t1	1548	1240.06	58	4.02224
